"","lo_win","year","hiteam","loteam","hi.G","hi.MP","hi.FG","hi.FGA","hi.FG_percent","hi.X2P","hi.X2PA","hi.X2P_percent","hi.X3P","hi.X3PA","hi.X3P_percent","hi.FT","hi.FTA","hi.FT_percent","hi.ORB","hi.DRB","hi.TRB","hi.AST","hi.STL","hi.BLK","hi.TOV","hi.PF","hi.PTS","hi.PTSperG","lo.G","lo.MP","lo.FG","lo.FGA","lo.FG_percent","lo.X2P","lo.X2PA","lo.X2P_percent","lo.X3P","lo.X3PA","lo.X3P_percent","lo.FT","lo.FTA","lo.FT_percent","lo.ORB","lo.DRB","lo.TRB","lo.AST","lo.STL","lo.BLK","lo.TOV","lo.PF","lo.PTS","lo.PTSperG"
"91",0,2001,674,627,35,NA,865,1958,0.442,641,1303,0.492,224,655,0.342,542,829,0.654,NA,NA,1376,500,285,115,NA,NA,2496,71.3,33,NA,912,1896,0.481,753,1481,0.508,159,415,0.383,566,822,0.689,NA,NA,1458,481,259,183,NA,NA,2549,77.2
"92",1,2001,736,708,27,NA,540,1203,0.449,322,584,0.551,218,619,0.352,264,363,0.727,NA,NA,740,383,180,61,NA,NA,1562,57.9,33,NA,945,1972,0.479,756,1453,0.52,189,519,0.364,532,794,0.67,NA,NA,1488,576,244,184,NA,NA,2611,79.1
"93",1,2001,853,717,29,NA,706,1653,0.427,528,1066,0.495,178,587,0.303,540,768,0.703,NA,NA,1247,398,208,115,NA,NA,2130,73.4,30,NA,814,1763,0.462,595,1193,0.499,219,570,0.384,491,714,0.688,NA,NA,1316,527,199,178,NA,NA,2338,77.9
"94",1,2001,737,729,31,NA,806,1809,0.446,557,1187,0.469,249,622,0.4,498,693,0.719,NA,NA,1239,506,286,172,NA,NA,2359,76.1,33,NA,835,1962,0.426,557,1205,0.462,278,757,0.367,587,768,0.764,NA,NA,1153,481,279,117,NA,NA,2535,76.8
"95",0,2001,786,613,34,NA,885,2029,0.436,700,1477,0.474,185,552,0.335,520,727,0.715,NA,NA,1311,545,325,203,NA,NA,2475,72.8,31,NA,797,1703,0.468,620,1196,0.518,177,507,0.349,483,666,0.725,NA,NA,1103,557,183,74,NA,NA,2254,72.7
"96",1,2001,793,789,31,NA,968,2110,0.459,700,1386,0.505,268,724,0.37,698,934,0.747,NA,NA,1337,587,372,175,NA,NA,2902,93.6,37,NA,926,2168,0.427,645,1353,0.477,281,815,0.345,471,673,0.7,NA,NA,1402,416,270,138,NA,NA,2604,70.4
"97",1,2001,639,549,34,NA,823,1917,0.429,643,1401,0.459,180,516,0.349,564,739,0.763,NA,NA,1191,429,233,105,NA,NA,2390,70.3,35,NA,921,2076,0.444,707,1476,0.479,214,600,0.357,530,760,0.697,NA,NA,1344,451,194,118,NA,NA,2586,73.9
"98",1,2001,676,577,33,NA,847,2015,0.42,568,1281,0.443,279,734,0.38,520,742,0.701,NA,NA,1361,418,258,132,NA,NA,2493,75.5,39,NA,1217,2530,0.481,810,1473,0.55,407,1057,0.385,697,1002,0.696,NA,NA,1680,701,411,196,NA,NA,3538,90.7
"99",1,2001,610,603,32,NA,850,1846,0.46,650,1271,0.511,200,575,0.348,571,835,0.684,NA,NA,1362,449,218,185,NA,NA,2471,77.2,33,NA,924,2115,0.437,738,1554,0.475,186,561,0.332,540,817,0.661,NA,NA,1609,547,324,198,NA,NA,2574,78
"100",0,2001,640,628,34,NA,988,2051,0.482,743,1343,0.553,245,708,0.346,492,751,0.655,NA,NA,1452,539,229,151,NA,NA,2713,79.8,35,NA,815,1895,0.43,605,1322,0.458,210,573,0.366,753,1068,0.705,NA,NA,1499,474,191,83,NA,NA,2593,74.1
"101",0,2001,662,605,36,NA,1120,2313,0.484,915,1773,0.516,205,540,0.38,622,894,0.696,NA,NA,1602,692,322,213,NA,NA,3067,85.2,34,NA,929,2068,0.449,653,1288,0.507,276,780,0.354,567,808,0.702,NA,NA,1335,449,351,129,NA,NA,2701,79.4
"102",0,2001,783,779,34,NA,953,1865,0.511,701,1278,0.549,252,587,0.429,671,903,0.743,NA,NA,1364,568,187,108,NA,NA,2829,83.2,33,NA,905,1879,0.482,650,1163,0.559,255,716,0.356,560,808,0.693,NA,NA,1355,590,204,128,NA,NA,2625,79.5
"103",1,2001,822,810,34,NA,852,1755,0.485,652,1242,0.525,200,513,0.39,500,743,0.673,NA,NA,1279,511,220,132,NA,NA,2404,70.7,32,NA,902,1947,0.463,712,1412,0.504,190,535,0.355,550,829,0.663,NA,NA,1369,464,249,127,NA,NA,2544,79.5
"104",0,2001,818,527,34,NA,898,1955,0.459,690,1358,0.508,208,597,0.348,616,873,0.706,NA,NA,1388,514,259,151,NA,NA,2620,77.1,32,NA,879,1934,0.454,649,1283,0.506,230,651,0.353,559,788,0.709,NA,NA,1273,464,326,97,NA,NA,2547,79.6
"105",1,2001,535,511,32,NA,755,1643,0.46,504,1026,0.491,251,617,0.407,467,652,0.716,NA,NA,1044,388,222,89,NA,NA,2228,69.6,36,NA,1015,2131,0.476,822,1587,0.518,193,544,0.355,703,940,0.748,NA,NA,1563,585,283,159,NA,NA,2926,81.3
"106",1,2001,626,607,34,NA,861,1872,0.46,648,1278,0.507,213,594,0.359,544,772,0.705,NA,NA,1159,521,237,100,NA,NA,2479,72.9,33,NA,915,1793,0.51,670,1187,0.564,245,606,0.404,645,947,0.681,NA,NA,1392,537,191,135,NA,NA,2720,82.4
"107",0,2001,623,546,35,NA,929,2046,0.454,682,1368,0.499,247,678,0.364,620,880,0.705,NA,NA,1527,550,269,146,NA,NA,2725,77.9,33,NA,873,1998,0.437,568,1150,0.494,305,848,0.36,532,777,0.685,NA,NA,1386,471,231,97,NA,NA,2583,78.3
"108",1,2001,786,636,34,NA,885,2029,0.436,700,1477,0.474,185,552,0.335,520,727,0.715,NA,NA,1311,545,325,203,NA,NA,2475,72.8,33,NA,1002,1996,0.502,819,1531,0.535,183,465,0.394,520,789,0.659,NA,NA,1524,641,217,170,NA,NA,2707,82
"109",0,2001,671,597,33,NA,957,1957,0.489,811,1504,0.539,146,453,0.322,493,686,0.719,NA,NA,1498,579,210,133,NA,NA,2553,77.4,33,NA,954,2030,0.47,713,1352,0.527,241,678,0.355,540,793,0.681,NA,NA,1355,592,330,209,NA,NA,2689,81.5
"110",1,2001,717,674,30,NA,814,1763,0.462,595,1193,0.499,219,570,0.384,491,714,0.688,NA,NA,1316,527,199,178,NA,NA,2338,77.9,35,NA,865,1958,0.442,641,1303,0.492,224,655,0.342,542,829,0.654,NA,NA,1376,500,285,115,NA,NA,2496,71.3
"111",0,2001,729,708,33,NA,835,1962,0.426,557,1205,0.462,278,757,0.367,587,768,0.764,NA,NA,1153,481,279,117,NA,NA,2535,76.8,33,NA,945,1972,0.479,756,1453,0.52,189,519,0.364,532,794,0.67,NA,NA,1488,576,244,184,NA,NA,2611,79.1
"112",0,2001,789,592,37,NA,926,2168,0.427,645,1353,0.477,281,815,0.345,471,673,0.7,NA,NA,1402,416,270,138,NA,NA,2604,70.4,31,NA,849,1764,0.481,593,1096,0.541,256,668,0.383,555,761,0.729,NA,NA,1231,538,271,114,NA,NA,2509,80.9
"113",1,2001,810,577,32,NA,902,1947,0.463,712,1412,0.504,190,535,0.355,550,829,0.663,NA,NA,1369,464,249,127,NA,NA,2544,79.5,39,NA,1217,2530,0.481,810,1473,0.55,407,1057,0.385,697,1002,0.696,NA,NA,1680,701,411,196,NA,NA,3538,90.7
"114",0,2001,662,603,36,NA,1120,2313,0.484,915,1773,0.516,205,540,0.38,622,894,0.696,NA,NA,1602,692,322,213,NA,NA,3067,85.2,33,NA,924,2115,0.437,738,1554,0.475,186,561,0.332,540,817,0.661,NA,NA,1609,547,324,198,NA,NA,2574,78
"115",0,2001,783,549,34,NA,953,1865,0.511,701,1278,0.549,252,587,0.429,671,903,0.743,NA,NA,1364,568,187,108,NA,NA,2829,83.2,35,NA,921,2076,0.444,707,1476,0.479,214,600,0.357,530,760,0.697,NA,NA,1344,451,194,118,NA,NA,2586,73.9
"116",0,2001,818,640,34,NA,898,1955,0.459,690,1358,0.508,208,597,0.348,616,873,0.706,NA,NA,1388,514,259,151,NA,NA,2620,77.1,34,NA,988,2051,0.482,743,1343,0.553,245,708,0.346,492,751,0.655,NA,NA,1452,539,229,151,NA,NA,2713,79.8
"117",1,2001,674,511,35,NA,865,1958,0.442,641,1303,0.492,224,655,0.342,542,829,0.654,NA,NA,1376,500,285,115,NA,NA,2496,71.3,36,NA,1015,2131,0.476,822,1587,0.518,193,544,0.355,703,940,0.748,NA,NA,1563,585,283,159,NA,NA,2926,81.3
"118",1,2001,636,623,33,NA,1002,1996,0.502,819,1531,0.535,183,465,0.394,520,789,0.659,NA,NA,1524,641,217,170,NA,NA,2707,82,35,NA,929,2046,0.454,682,1368,0.499,247,678,0.364,620,880,0.705,NA,NA,1527,550,269,146,NA,NA,2725,77.9
"119",0,2001,671,607,33,NA,957,1957,0.489,811,1504,0.539,146,453,0.322,493,686,0.719,NA,NA,1498,579,210,133,NA,NA,2553,77.4,33,NA,915,1793,0.51,670,1187,0.564,245,606,0.404,645,947,0.681,NA,NA,1392,537,191,135,NA,NA,2720,82.4
"120",0,2001,789,729,37,NA,926,2168,0.427,645,1353,0.477,281,815,0.345,471,673,0.7,NA,NA,1402,416,270,138,NA,NA,2604,70.4,33,NA,835,1962,0.426,557,1205,0.462,278,757,0.367,587,768,0.764,NA,NA,1153,481,279,117,NA,NA,2535,76.8
"121",1,2001,818,577,34,NA,898,1955,0.459,690,1358,0.508,208,597,0.348,616,873,0.706,NA,NA,1388,514,259,151,NA,NA,2620,77.1,39,NA,1217,2530,0.481,810,1473,0.55,407,1057,0.385,697,1002,0.696,NA,NA,1680,701,411,196,NA,NA,3538,90.7
"122",1,2001,783,662,34,NA,953,1865,0.511,701,1278,0.549,252,587,0.429,671,903,0.743,NA,NA,1364,568,187,108,NA,NA,2829,83.2,36,NA,1120,2313,0.484,915,1773,0.516,205,540,0.38,622,894,0.696,NA,NA,1602,692,322,213,NA,NA,3067,85.2
"123",1,2001,623,511,35,NA,929,2046,0.454,682,1368,0.499,247,678,0.364,620,880,0.705,NA,NA,1527,550,269,146,NA,NA,2725,77.9,36,NA,1015,2131,0.476,822,1587,0.518,193,544,0.355,703,940,0.748,NA,NA,1563,585,283,159,NA,NA,2926,81.3
"124",1,2001,789,671,37,NA,926,2168,0.427,645,1353,0.477,281,815,0.345,471,673,0.7,NA,NA,1402,416,270,138,NA,NA,2604,70.4,33,NA,957,1957,0.489,811,1504,0.539,146,453,0.322,493,686,0.719,NA,NA,1498,579,210,133,NA,NA,2553,77.4
"125",1,2001,671,511,33,NA,957,1957,0.489,811,1504,0.539,146,453,0.322,493,686,0.719,NA,NA,1498,579,210,133,NA,NA,2553,77.4,36,NA,1015,2131,0.476,822,1587,0.518,193,544,0.355,703,940,0.748,NA,NA,1563,585,283,159,NA,NA,2926,81.3
"126",1,2001,662,577,36,NA,1120,2313,0.484,915,1773,0.516,205,540,0.38,622,894,0.696,NA,NA,1602,692,322,213,NA,NA,3067,85.2,39,NA,1217,2530,0.481,810,1473,0.55,407,1057,0.385,697,1002,0.696,NA,NA,1680,701,411,196,NA,NA,3538,90.7
"127",0,2001,577,511,39,NA,1217,2530,0.481,810,1473,0.55,407,1057,0.385,697,1002,0.696,NA,NA,1680,701,411,196,NA,NA,3538,90.7,36,NA,1015,2131,0.476,822,1587,0.518,193,544,0.355,703,940,0.748,NA,NA,1563,585,283,159,NA,NA,2926,81.3
"128",0,2002,766,508,36,NA,853,2044,0.417,603,1322,0.456,250,722,0.346,561,754,0.744,NA,NA,1361,465,199,149,550,NA,2517,69.9,31,NA,900,1935,0.465,727,1477,0.492,173,458,0.378,500,777,0.644,NA,NA,1243,496,258,125,538,NA,2473,79.8
"129",1,2002,590,504,31,NA,859,2011,0.427,681,1484,0.459,178,527,0.338,407,611,0.666,NA,NA,1212,483,294,108,474,NA,2303,74.3,35,NA,910,2071,0.439,693,1368,0.507,217,703,0.309,621,844,0.736,NA,NA,1369,460,257,113,490,NA,2658,75.9
"130",1,2002,757,511,31,NA,693,1544,0.449,492,1045,0.471,201,499,0.403,479,634,0.756,NA,NA,1078,454,171,87,423,NA,2066,66.6,34,NA,935,2039,0.459,677,1353,0.5,258,686,0.376,665,910,0.731,NA,NA,1286,527,207,103,478,NA,2793,82.1
"131",1,2002,848,577,31,NA,725,1735,0.418,531,1105,0.481,194,630,0.308,448,684,0.655,NA,NA,1178,359,236,129,459,NA,2092,67.5,35,NA,1093,2209,0.495,792,1379,0.574,301,830,0.363,625,906,0.69,NA,NA,1303,625,351,113,501,NA,3112,88.9
"132",1,2002,821,625,30,NA,688,1467,0.469,452,885,0.511,236,582,0.405,406,603,0.673,NA,NA,917,439,180,82,397,NA,2018,67.3,37,NA,916,1990,0.46,646,1331,0.485,270,659,0.41,505,726,0.696,NA,NA,1303,546,254,192,508,NA,2607,70.5
"133",0,2002,636,616,37,NA,1259,2487,0.506,1035,1951,0.53,224,536,0.418,623,867,0.719,NA,NA,1638,767,357,210,602,NA,3365,90.9,33,NA,694,1711,0.406,546,1272,0.429,148,439,0.337,547,791,0.692,NA,NA,1176,438,258,103,470,NA,2083,63.1
"134",1,2002,722,639,32,NA,835,1863,0.448,668,1353,0.494,167,510,0.327,456,708,0.644,NA,NA,1279,460,247,110,486,NA,2293,71.7,36,NA,986,2102,0.469,762,1488,0.512,224,614,0.365,536,736,0.728,NA,NA,1322,483,229,72,391,NA,2732,75.9
"135",1,2002,826,640,33,NA,893,1989,0.449,618,1204,0.513,275,785,0.35,503,754,0.667,NA,NA,1242,570,334,136,437,NA,2564,77.7,32,NA,905,2021,0.448,686,1329,0.516,219,692,0.316,431,638,0.676,NA,NA,1283,471,252,153,460,NA,2460,76.9
"136",0,2002,676,668,36,NA,1031,2253,0.458,705,1419,0.497,326,834,0.391,489,709,0.69,NA,NA,1415,539,264,154,511,NA,2877,79.9,32,NA,818,1902,0.43,582,1218,0.478,236,684,0.345,523,678,0.771,NA,NA,1174,525,285,190,460,NA,2395,74.8
"137",0,2002,717,546,33,NA,934,2037,0.459,690,1393,0.495,244,644,0.379,489,690,0.709,NA,NA,1351,629,259,163,435,NA,2601,78.8,30,NA,761,1730,0.44,514,1054,0.488,247,676,0.365,436,616,0.708,NA,NA,1136,416,203,72,408,NA,2205,73.5
"138",0,2002,720,568,32,NA,825,1702,0.485,650,1236,0.526,175,466,0.376,537,795,0.675,NA,NA,1052,483,193,75,421,NA,2362,73.8,31,NA,776,1778,0.436,527,1073,0.491,249,705,0.353,391,574,0.681,NA,NA,1193,484,210,116,486,NA,2192,70.7
"139",0,2002,725,680,35,NA,1014,2082,0.487,710,1361,0.522,304,721,0.422,662,861,0.769,NA,NA,1280,580,261,114,482,NA,2994,85.5,31,NA,760,1670,0.455,547,1074,0.509,213,596,0.357,485,721,0.673,NA,NA,1047,452,164,120,464,NA,2218,71.5
"140",1,2002,835,783,32,NA,876,1884,0.465,597,1150,0.519,279,734,0.38,460,658,0.699,NA,NA,1229,501,228,106,456,NA,2491,77.8,30,NA,822,1823,0.451,615,1215,0.506,207,608,0.34,569,813,0.7,NA,NA,1254,480,152,130,409,NA,2420,80.7
"141",0,2002,802,660,34,NA,961,2016,0.477,702,1377,0.51,259,639,0.405,545,724,0.753,NA,NA,1214,586,269,153,436,NA,2726,80.2,33,NA,871,1841,0.473,698,1385,0.504,173,456,0.379,498,720,0.692,NA,NA,1170,462,279,113,455,NA,2413,73.1
"142",1,2002,818,816,32,NA,909,2063,0.441,708,1483,0.477,201,580,0.347,475,686,0.692,NA,NA,1231,504,287,129,389,NA,2494,77.9,33,NA,784,1803,0.435,563,1211,0.465,221,592,0.373,451,655,0.689,NA,NA,1136,453,274,104,403,NA,2240,67.9
"143",0,2002,839,730,34,NA,1001,2094,0.478,761,1439,0.529,240,655,0.366,547,741,0.738,NA,NA,1309,553,220,140,497,NA,2789,82,31,NA,906,1990,0.455,673,1355,0.497,233,635,0.367,474,661,0.717,NA,NA,1176,445,229,159,449,NA,2519,81.3
"144",0,2002,852,607,31,NA,795,1745,0.456,663,1305,0.508,132,440,0.3,602,862,0.698,NA,NA,1245,418,212,136,449,NA,2324,75,33,NA,907,1931,0.47,670,1325,0.506,237,606,0.391,626,855,0.732,NA,NA,1370,522,189,113,458,NA,2677,81.1
"145",1,2002,728,539,32,NA,815,1701,0.479,549,1033,0.531,266,668,0.398,446,609,0.732,NA,NA,1035,561,209,108,421,NA,2342,73.2,32,NA,835,1849,0.452,648,1254,0.517,187,595,0.314,453,669,0.677,NA,NA,1087,487,254,132,423,NA,2310,72.2
"146",0,2002,549,528,35,NA,967,2071,0.467,758,1494,0.507,209,577,0.362,595,839,0.709,NA,NA,1396,480,167,154,416,NA,2738,78.2,32,NA,748,1767,0.423,545,1200,0.454,203,567,0.358,448,651,0.688,NA,NA,1200,399,192,84,415,NA,2147,67.1
"147",1,2002,610,559,33,NA,933,1940,0.481,715,1325,0.54,218,615,0.354,539,805,0.67,NA,NA,1241,470,265,115,489,NA,2623,79.5,34,NA,972,2012,0.483,818,1621,0.505,154,391,0.394,548,787,0.696,NA,NA,1381,494,256,236,545,NA,2646,77.8
"148",1,2002,592,562,31,NA,892,1899,0.47,660,1241,0.532,232,658,0.353,479,687,0.697,NA,NA,1203,519,307,141,463,NA,2495,80.5,32,NA,849,1829,0.464,619,1210,0.512,230,619,0.372,493,675,0.73,NA,NA,1142,488,261,125,458,NA,2421,75.7
"149",1,2002,687,604,32,NA,941,2093,0.45,731,1441,0.507,210,652,0.322,422,584,0.723,NA,NA,1281,465,258,158,456,NA,2514,78.6,32,NA,871,1947,0.447,682,1359,0.502,189,588,0.321,513,696,0.737,NA,NA,1226,495,281,114,455,NA,2444,76.4
"150",1,2002,754,623,33,NA,906,1902,0.476,759,1493,0.508,147,409,0.359,496,752,0.66,NA,NA,1219,472,225,123,508,NA,2455,74.4,35,NA,908,1932,0.47,654,1240,0.527,254,692,0.367,638,862,0.74,NA,NA,1264,590,258,141,511,NA,2708,77.4
"151",1,2002,766,662,36,NA,853,2044,0.417,603,1322,0.456,250,722,0.346,561,754,0.744,NA,NA,1361,465,199,149,550,NA,2517,69.9,36,NA,1083,2248,0.482,866,1668,0.519,217,580,0.374,677,933,0.726,NA,NA,1479,714,302,216,495,NA,3060,85
"152",0,2002,675,664,35,NA,943,1965,0.48,751,1414,0.531,192,551,0.348,504,772,0.653,NA,NA,1359,566,294,123,583,NA,2582,73.8,30,NA,743,1687,0.44,572,1221,0.468,171,466,0.367,445,681,0.653,NA,NA,1139,387,260,153,480,NA,2102,70.1
"153",0,2002,695,671,34,NA,863,1910,0.452,585,1137,0.515,278,773,0.36,561,743,0.755,NA,NA,1119,547,269,72,452,NA,2565,75.4,31,NA,764,1654,0.462,584,1196,0.488,180,458,0.393,442,573,0.771,NA,NA,1163,438,155,93,461,NA,2150,69.4
"154",0,2002,721,622,36,NA,1011,2281,0.443,775,1607,0.482,236,674,0.35,549,716,0.767,NA,NA,1439,517,325,134,427,NA,2807,78,34,NA,862,1953,0.441,611,1334,0.458,251,619,0.405,528,802,0.658,NA,NA,1180,462,195,48,435,NA,2503,73.6
"155",0,2002,731,544,35,NA,928,1974,0.47,708,1292,0.548,220,682,0.323,454,751,0.605,NA,NA,1345,590,235,156,498,NA,2530,72.3,32,NA,814,1777,0.458,675,1380,0.489,139,397,0.35,513,697,0.736,NA,NA,1247,426,215,107,480,NA,2280,71.3
"156",1,2002,796,749,32,NA,931,1999,0.466,785,1611,0.487,146,388,0.376,524,768,0.682,NA,NA,1230,588,243,134,397,NA,2532,79.1,36,NA,976,2115,0.461,756,1514,0.499,220,601,0.366,545,880,0.619,NA,NA,1396,547,262,171,493,NA,2717,75.5
"157",0,2002,793,527,31,NA,928,2152,0.431,699,1482,0.472,229,670,0.342,560,790,0.709,NA,NA,1322,517,249,143,405,NA,2645,85.3,32,NA,801,1913,0.419,589,1284,0.459,212,629,0.337,540,776,0.696,NA,NA,1192,431,259,106,449,NA,2354,73.6
"158",0,2002,810,674,33,NA,902,1912,0.472,679,1340,0.507,223,572,0.39,449,649,0.692,NA,NA,1209,475,182,93,496,NA,2476,75,31,NA,745,1618,0.46,510,1000,0.51,235,618,0.38,507,687,0.738,NA,NA,1031,427,226,57,476,NA,2232,72
"159",0,2002,849,778,32,NA,731,1675,0.436,520,1082,0.481,211,593,0.356,471,655,0.719,NA,NA,1032,407,188,60,414,NA,2144,67,32,NA,784,1953,0.401,645,1469,0.439,139,484,0.287,543,811,0.67,NA,NA,1206,368,323,120,484,NA,2250,70.3
"160",0,2002,853,613,32,NA,777,1732,0.449,580,1180,0.492,197,552,0.357,566,785,0.721,NA,NA,1188,400,215,143,435,NA,2317,72.4,33,NA,818,1818,0.45,577,1184,0.487,241,634,0.38,490,716,0.684,NA,NA,1103,546,230,116,407,NA,2367,71.7
"161",1,2002,852,511,31,NA,795,1745,0.456,663,1305,0.508,132,440,0.3,602,862,0.698,NA,NA,1245,418,212,136,449,NA,2324,75,34,NA,935,2039,0.459,677,1353,0.5,258,686,0.376,665,910,0.731,NA,NA,1286,527,207,103,478,NA,2793,82.1
"162",1,2002,717,577,33,NA,934,2037,0.459,690,1393,0.495,244,644,0.379,489,690,0.709,NA,NA,1351,629,259,163,435,NA,2601,78.8,35,NA,1093,2209,0.495,792,1379,0.574,301,830,0.363,625,906,0.69,NA,NA,1303,625,351,113,501,NA,3112,88.9
"163",1,2002,816,625,33,NA,784,1803,0.435,563,1211,0.465,221,592,0.373,451,655,0.689,NA,NA,1136,453,274,104,403,NA,2240,67.9,37,NA,916,1990,0.46,646,1331,0.485,270,659,0.41,505,726,0.696,NA,NA,1303,546,254,192,508,NA,2607,70.5
"164",1,2002,783,636,30,NA,822,1823,0.451,615,1215,0.506,207,608,0.34,569,813,0.7,NA,NA,1254,480,152,130,409,NA,2420,80.7,37,NA,1259,2487,0.506,1035,1951,0.53,224,536,0.418,623,867,0.719,NA,NA,1638,767,357,210,602,NA,3365,90.9
"165",0,2002,639,504,36,NA,986,2102,0.469,762,1488,0.512,224,614,0.365,536,736,0.728,NA,NA,1322,483,229,72,391,NA,2732,75.9,35,NA,910,2071,0.439,693,1368,0.507,217,703,0.309,621,844,0.736,NA,NA,1369,460,257,113,490,NA,2658,75.9
"166",1,2002,802,640,34,NA,961,2016,0.477,702,1377,0.51,259,639,0.405,545,724,0.753,NA,NA,1214,586,269,153,436,NA,2726,80.2,32,NA,905,2021,0.448,686,1329,0.516,219,692,0.316,431,638,0.676,NA,NA,1283,471,252,153,460,NA,2460,76.9
"167",1,2002,720,676,32,NA,825,1702,0.485,650,1236,0.526,175,466,0.376,537,795,0.675,NA,NA,1052,483,193,75,421,NA,2362,73.8,36,NA,1031,2253,0.458,705,1419,0.497,326,834,0.391,489,709,0.69,NA,NA,1415,539,264,154,511,NA,2877,79.9
"168",1,2002,839,725,34,NA,1001,2094,0.478,761,1439,0.529,240,655,0.366,547,741,0.738,NA,NA,1309,553,220,140,497,NA,2789,82,35,NA,1014,2082,0.487,710,1361,0.522,304,721,0.422,662,861,0.769,NA,NA,1280,580,261,114,482,NA,2994,85.5
"169",1,2002,695,559,34,NA,863,1910,0.452,585,1137,0.515,278,773,0.36,561,743,0.755,NA,NA,1119,547,269,72,452,NA,2565,75.4,34,NA,972,2012,0.483,818,1621,0.505,154,391,0.394,548,787,0.696,NA,NA,1381,494,256,236,545,NA,2646,77.8
"170",0,2002,623,562,35,NA,908,1932,0.47,654,1240,0.527,254,692,0.367,638,862,0.74,NA,NA,1264,590,258,141,511,NA,2708,77.4,32,NA,849,1829,0.464,619,1210,0.512,230,619,0.372,493,675,0.73,NA,NA,1142,488,261,125,458,NA,2421,75.7
"171",1,2002,849,662,32,NA,731,1675,0.436,520,1082,0.481,211,593,0.356,471,655,0.719,NA,NA,1032,407,188,60,414,NA,2144,67,36,NA,1083,2248,0.482,866,1668,0.519,217,580,0.374,677,933,0.726,NA,NA,1479,714,302,216,495,NA,3060,85
"172",1,2002,853,721,32,NA,777,1732,0.449,580,1180,0.492,197,552,0.357,566,785,0.721,NA,NA,1188,400,215,143,435,NA,2317,72.4,36,NA,1011,2281,0.443,775,1607,0.482,236,674,0.35,549,716,0.767,NA,NA,1439,517,325,134,427,NA,2807,78
"173",0,2002,731,539,35,NA,928,1974,0.47,708,1292,0.548,220,682,0.323,454,751,0.605,NA,NA,1345,590,235,156,498,NA,2530,72.3,32,NA,835,1849,0.452,648,1254,0.517,187,595,0.314,453,669,0.677,NA,NA,1087,487,254,132,423,NA,2310,72.2
"174",0,2002,749,604,36,NA,976,2115,0.461,756,1514,0.499,220,601,0.366,545,880,0.619,NA,NA,1396,547,262,171,493,NA,2717,75.5,32,NA,871,1947,0.447,682,1359,0.502,189,588,0.321,513,696,0.737,NA,NA,1226,495,281,114,455,NA,2444,76.4
"175",0,2002,793,675,31,NA,928,2152,0.431,699,1482,0.472,229,670,0.342,560,790,0.709,NA,NA,1322,517,249,143,405,NA,2645,85.3,35,NA,943,1965,0.48,751,1414,0.531,192,551,0.348,504,772,0.653,NA,NA,1359,566,294,123,583,NA,2582,73.8
"176",0,2002,810,549,33,NA,902,1912,0.472,679,1340,0.507,223,572,0.39,449,649,0.692,NA,NA,1209,475,182,93,496,NA,2476,75,35,NA,967,2071,0.467,758,1494,0.507,209,577,0.362,595,839,0.709,NA,NA,1396,480,167,154,416,NA,2738,78.2
"177",0,2002,625,577,37,NA,916,1990,0.46,646,1331,0.485,270,659,0.41,505,726,0.696,NA,NA,1303,546,254,192,508,NA,2607,70.5,35,NA,1093,2209,0.495,792,1379,0.574,301,830,0.363,625,906,0.69,NA,NA,1303,625,351,113,501,NA,3112,88.9
"178",1,2002,731,639,35,NA,928,1974,0.47,708,1292,0.548,220,682,0.323,454,751,0.605,NA,NA,1345,590,235,156,498,NA,2530,72.3,36,NA,986,2102,0.469,762,1488,0.512,224,614,0.365,536,736,0.728,NA,NA,1322,483,229,72,391,NA,2732,75.9
"179",1,2002,810,676,33,NA,902,1912,0.472,679,1340,0.507,223,572,0.39,449,649,0.692,NA,NA,1209,475,182,93,496,NA,2476,75,36,NA,1031,2253,0.458,705,1419,0.497,326,834,0.391,489,709,0.69,NA,NA,1415,539,264,154,511,NA,2877,79.9
"180",0,2002,721,511,36,NA,1011,2281,0.443,775,1607,0.482,236,674,0.35,549,716,0.767,NA,NA,1439,517,325,134,427,NA,2807,78,34,NA,935,2039,0.459,677,1353,0.5,258,686,0.376,665,910,0.731,NA,NA,1286,527,207,103,478,NA,2793,82.1
"181",1,2002,749,559,36,NA,976,2115,0.461,756,1514,0.499,220,601,0.366,545,880,0.619,NA,NA,1396,547,262,171,493,NA,2717,75.5,34,NA,972,2012,0.483,818,1621,0.505,154,391,0.394,548,787,0.696,NA,NA,1381,494,256,236,545,NA,2646,77.8
"182",0,2002,636,623,37,NA,1259,2487,0.506,1035,1951,0.53,224,536,0.418,623,867,0.719,NA,NA,1638,767,357,210,602,NA,3365,90.9,35,NA,908,1932,0.47,654,1240,0.527,254,692,0.367,638,862,0.74,NA,NA,1264,590,258,141,511,NA,2708,77.4
"183",0,2002,662,640,36,NA,1083,2248,0.482,866,1668,0.519,217,580,0.374,677,933,0.726,NA,NA,1479,714,302,216,495,NA,3060,85,32,NA,905,2021,0.448,686,1329,0.516,219,692,0.316,431,638,0.676,NA,NA,1283,471,252,153,460,NA,2460,76.9
"184",1,2002,793,725,31,NA,928,2152,0.431,699,1482,0.472,229,670,0.342,560,790,0.709,NA,NA,1322,517,249,143,405,NA,2645,85.3,35,NA,1014,2082,0.487,710,1361,0.522,304,721,0.422,662,861,0.769,NA,NA,1280,580,261,114,482,NA,2994,85.5
